N,Price,Dist,Rooms,Nfloors,Floor,Totsp,Livesp,Kitsp,Metrdist,Walk,Brick,Bal,Tel,New
2725.0,3850000.0,30.10295425253016,1,3,3,43,16,12,20,0,1.0,0.0,1,0.0
2726.0,3854340.0,21.295827542927334,1,9,8,34,None,None,10,1,1.0,1.0,None,1.0
2727.0,3864150.0,22.36022287315881,1,16,1,47,26,None,15,0,1.0,1.0,None,1.0
2728.0,3886000.0,21.672735868352145,1,24,12,26.8,13,7.3,14,0,1.0,0.0,None,1.0
2729.0,3892500.0,21.295827542927334,1,9,4,38,None,None,10,1,1.0,1.0,None,1.0
2730.0,3898720.0,21.295827542927334,1,6,2,41,None,None,10,1,1.0,1.0,None,1.0
2731.0,3900000.0,26.947547784454272,1,17,12,44.1,21,8.4,15,0,1.0,1.0,None,0.0
2732.0,3900000.0,30.147989930657406,1,3,3,41.7,16.9,8.5,None,None,1.0,1.0,None,1.0
2733.0,3900000.0,29.158042811951688,1,22,2,48,20,13,None,None,1.0,1.0,0,0.0
2734.0,3900000.0,28.152179662332678,1,19,18,38,19,9,10,0,1.0,1.0,None,1.0
2735.0,3900000.0,28.45124536181398,1,13,9,40,17,10,10,0,1.0,1.0,None,1.0
2736.0,3900500.0,21.672735868352145,1,24,4,26.9,10.8,7.3,14,0,1.0,0.0,None,1.0
2737.0,3901640.0,22.36022287315881,1,16,2,41,21,None,15,0,1.0,1.0,None,1.0
2738.0,3905000.0,30.147989930657406,1,3,2,42.1,14.9,None,15,0,1.0,0.0,None,1.0
2739.0,3915780.0,21.295827542927334,1,9,6,37,None,None,10,1,1.0,1.0,None,1.0
2740.0,3917000.0,30.147989930657406,1,3,1,42.1,16.1,None,15,0,1.0,0.0,None,1.0
2741.0,3942840.0,22.36022287315881,1,16,2,41,21,None,15,0,1.0,1.0,None,1.0
2742.0,3950000.0,30.147989930657406,1,3,2,42.1,16.1,None,15,0,1.0,0.0,None,1.0
2743.0,3951270.0,21.295827542927334,1,13,6,39,None,None,10,1,1.0,1.0,None,1.0
2744.0,3954790.0,25.054806315030717,1,18,2,34.3,17.7,8.7,5,0,1.0,0.0,None,1.0
2745.0,10700000.0,22.849788397158044,3,17,16,70,51,10,7,0,0.0,1.0,1,0.0
2746.0,8300000.0,21.851160524148195,3,17,2,62,46,16,10,0,1.0,1.0,None,0.0
2747.0,10000000.0,24.54449626745649,3,20,4,85.1,49.6,12.4,None,None,1.0,1.0,None,1.0
2748.0,3965185.0,39.29203624754825,2,7,2,48.5,None,None,None,None,0.0,0.0,None,1.0
2749.0,3968960.0,21.672735868352145,2,24,24,31.4,18.1,4,14,0,1.0,0.0,None,1.0
2750.0,3971000.0,21.672735868352145,2,22,9,36.1,None,None,14,0,1.0,0.0,None,1.0
2751.0,3978000.0,21.672735868352145,1,22,2,34,None,None,14,0,1.0,0.0,None,1.0
2752.0,3980397.0,30.147989930657406,1,9,2,45.1,None,None,15,0,1.0,0.0,None,1.0
2753.0,3996000.0,30.147989930657406,2,3,2,43.1,14.9,None,15,0,1.0,0.0,None,1.0
2754.0,4000000.0,28.05118894920663,1,15,3,39.2,15.8,11.4,None,None,1.0,1.0,None,0.0
2755.0,4012800.0,21.295827542927334,1,13,12,38,None,None,10,1,1.0,1.0,None,1.0
2756.0,4028000.0,21.295827542927334,1,7,2,42,None,None,10,1,1.0,1.0,None,1.0
2757.0,4030000.0,28.152179662332678,1,22,11,40.3,17,9,10,0,1.0,1.0,None,1.0
2758.0,4030000.0,28.152179662332678,1,22,11,40.3,17,9,10,0,1.0,1.0,0,0.0
2759.0,4037500.0,22.36022287315881,1,16,2,43,22,None,15,0,1.0,1.0,None,1.0
2760.0,4046000.0,21.672735868352145,2,22,5,34,20.8,7.5,14,0,1.0,0.0,None,1.0
2761.0,4050000.0,26.9646687437096,1,17,2,44,22,9,20,0,1.0,1.0,None,1.0
2762.0,4050000.0,29.07802298912808,1,16,13,37.6,18,10,None,None,1.0,1.0,1,0.0
2763.0,4056824.0,39.29203624754825,2,7,4,49.3,None,None,None,None,0.0,1.0,None,1.0
2764.0,4063620.0,22.36022287315881,1,16,6,39,19,None,15,0,1.0,1.0,None,1.0
2765.0,4095900.0,21.672735868352145,2,22,3,36.9,None,None,14,0,1.0,0.0,None,1.0
2766.0,4100000.0,37.35358210004221,2,3,1,50,28,14.2,20,0,1.0,0.0,None,1.0
2767.0,4100000.0,31.429444004717034,1,3,1,38,18,10,None,None,0.0,0.0,None,0.0
2768.0,4100000.0,28.956600610949472,1,14,14,35,15,11,None,None,0.0,1.0,None,0.0
2769.0,4100000.0,29.538431958743384,2,5,4,53.7,30.4,10.4,15,0,1.0,1.0,None,1.0
2770.0,4102920.0,22.36022287315881,1,16,10,39,19,None,15,0,1.0,1.0,None,1.0
2771.0,4135110.0,28.098587031411533,1,22,11,43.5,19.1,8.8,10,0,1.0,1.0,None,1.0
2772.0,4142000.0,28.098587031411533,1,22,19,40.7,16.8,9.7,10,0,1.0,1.0,None,1.0
2773.0,3153183.0,28.026400821388393,1,6,6,26.8,13.6,5,None,None,0.0,1.0,None,1.0
2774.0,2750000.0,21.672735868352145,1,22,9,22,None,None,14,0,1.0,0.0,None,1.0
2775.0,7118962.0,17.007691095748616,2,24,3,55.3,14.1,9.5,20,0,1.0,0.0,None,1.0
2776.0,4145329.0,39.29203624754825,2,7,6,44.1,None,None,None,None,0.0,1.0,None,1.0
2777.0,4150000.0,28.915282669327453,1,25,4,47.7,35,12.2,15,0,1.0,1.0,0,0.0
2778.0,4178030.0,17.467320772485348,1,9,6,30.5,20.7,None,20,0,1.0,0.0,None,1.0
2779.0,4180500.0,31.79815990298202,2,12,2,45.7,25.7,5,25,0,1.0,1.0,None,1.0
2780.0,4183800.0,21.672735868352145,2,22,14,36.7,None,None,14,0,1.0,0.0,None,1.0
2781.0,4190000.0,29.07802298912808,1,18,4,38,18,12,None,None,1.0,1.0,None,0.0
2782.0,4190000.0,32.02144552058493,1,17,15,34,16,8,25,0,0.0,1.0,None,0.0
2783.0,4197037.0,39.29203624754825,2,7,4,52.2,None,None,None,None,0.0,1.0,None,1.0
2784.0,4200000.0,32.036813065134794,1,17,4,37.4,16,10.5,20,0,0.0,1.0,None,1.0
2785.0,4202000.0,30.147989930657406,1,3,1,43.9,15.7,None,15,0,1.0,0.0,None,1.0
2786.0,4202670.0,26.916166237488294,1,17,17,45.2,17.2,13.7,15,0,1.0,1.0,None,1.0
2787.0,4209506.0,17.467320772485348,1,9,6,30.8,20.7,None,20,0,1.0,0.0,None,1.0
2788.0,4223000.0,28.098587031411533,1,22,3,40.8,17.1,9.7,10,0,1.0,1.0,None,1.0
2789.0,4230000.0,29.07802298912808,1,18,6,44,20,12,None,None,0.0,1.0,None,0.0
2790.0,4233000.0,30.147989930657406,1,3,1,44.2,15.6,None,15,0,1.0,0.0,None,1.0
2791.0,4237074.0,39.29203624754825,2,7,3,46.2,None,None,None,None,0.0,0.0,None,1.0
2792.0,4238250.0,26.9646687437096,1,17,4,56.5,48.4,8.1,15,0,1.0,1.0,None,1.0
2793.0,4250000.0,29.07802298912808,1,18,13,41.3,18,11,None,None,1.0,1.0,1,0.0
2794.0,4250000.0,24.56368799432998,1,3,1,33,24.3,None,15,1,1.0,1.0,0,0.0
2795.0,4250000.0,28.05118894920663,1,19,11,42,18,11.5,None,None,1.0,1.0,1,0.0
2796.0,4255000.0,25.965936273665964,1,19,3,43.2,18.0,10.8,17,0,0.0,1.0,None,1.0
2797.0,4277440.0,28.233543123188518,2,6,2,50.9,25.1,8.6,None,None,1.0,1.0,None,1.0
2798.0,4280000.0,28.233543123188518,2,22,6,50,29,10,None,None,0.0,1.0,0,0.0
2799.0,4280000.0,28.192902344142276,2,22,21,51,22.4,10,None,None,1.0,1.0,0,0.0
2800.0,4290000.0,21.672735868352145,2,24,14,39,22.5,4,14,0,1.0,0.0,None,1.0
2801.0,2600000.0,42.49443703600093,2,3,3,51.1,36,15,50,0,1.0,0.0,0,0.0
2802.0,3604279.0,40.623884520033215,2,5,2,56.4,36.5,7.8,35,0,0.0,0.0,None,1.0
2803.0,3600000.0,35.79336576814641,2,19,16,67.9,41,12,15,0,1.0,1.0,None,1.0
2804.0,3320000.0,56.55751135835092,3,3,1,75.5,74,None,30,0,1.0,1.0,None,1.0
2805.0,3350000.0,63.16500291129568,1,9,9,30,18,6,None,None,0.0,1.0,None,0.0
2806.0,3351392.0,40.623884520033215,1,5,5,43.4,21.5,10.9,35,0,0.0,0.0,None,1.0
2807.0,3400000.0,63.356427937284394,1,9,9,30,18,6.5,None,None,0.0,1.0,None,0.0
2808.0,3400000.0,57.33645011472226,1,5,3,38.2,19,9,None,None,0.0,1.0,None,0.0
2809.0,3421000.0,40.891915782274836,2,4,1,57.5,31.9,10.8,30,0,0.0,1.0,None,1.0
2810.0,3497000.0,40.891915782274836,2,4,1,58.2,27.5,12.1,30,0,0.0,1.0,None,1.0
2811.0,3500000.0,40.0415465187361,1,4,2,31,17,7,30,0,1.0,1.0,0,0.0
2812.0,3500000.0,63.16943430548297,1,5,1,30,18,6,None,None,0.0,0.0,None,0.0
2813.0,3500000.0,40.04199917836812,1,4,2,32,16,8,20,0,1.0,1.0,None,0.0
2814.0,3500000.0,43.50065993581225,1,4,1,30.5,17.2,6,30,0,0.0,0.0,0,0.0
2815.0,3600000.0,40.02603834070888,1,9,4,49,21,14,20,0,1.0,1.0,0,0.0
2816.0,3650000.0,40.14431183102977,1,4,2,46,26,12,None,None,1.0,0.0,None,0.0
2817.0,3700000.0,37.86520078861603,2,5,4,42,32,6.5,None,None,0.0,1.0,0,0.0
2818.0,3700000.0,42.41719385220113,1,4,3,33,18,7,None,None,0.0,1.0,0,0.0
2819.0,3710932.0,40.623884520033215,2,5,4,56.4,36.5,7.8,35,0,0.0,0.0,None,1.0
2820.0,3720000.0,56.55751135835092,3,3,3,75.5,74,None,30,0,1.0,1.0,None,1.0
2821.0,3800000.0,57.878710616747966,2,5,2,43,27,6,None,None,0.0,1.0,1,0.0
2822.0,3800000.0,63.538991199996424,1,16,13,43.5,21,11,None,None,1.0,1.0,None,0.0
2823.0,3800000.0,63.67926593805186,1,17,13,45,21,11,213,0,1.0,1.0,None,1.0
2824.0,3850000.0,51.1040461064069,3,5,3,63,47,6,None,None,1.0,1.0,None,0.0
2825.0,3850000.0,56.76195288579168,2,5,5,43,29,6,None,None,0.0,1.0,None,0.0
2826.0,3850000.0,63.538991199996424,1,16,7,48.7,22,10,30,0,0.0,1.0,0,0.0
2827.0,3900000.0,56.48403748867993,3,None,1,69.4,47,9.6,None,None,0.0,1.0,None,1.0
2828.0,3999000.0,56.48403748867993,3,None,3,74,49.3,8.3,None,None,0.0,1.0,None,1.0
2829.0,3600000.0,35.79336576814641,2,19,16,67.9,41,12,15,0,1.0,1.0,None,1.0
2830.0,3604279.0,40.623884520033215,2,5,2,56.4,36.5,7.8,35,0,0.0,0.0,None,1.0
2831.0,2572000.0,56.48403748867993,2,None,2,51.1,30.8,10.2,None,None,0.0,0.0,None,1.0
2832.0,3320000.0,56.55751135835092,3,3,1,75.5,74,None,30,0,1.0,1.0,None,1.0
2833.0,3350000.0,63.16500291129568,1,9,9,30,18,6,None,None,0.0,1.0,None,0.0
2834.0,3351392.0,40.623884520033215,1,5,5,43.4,21.5,10.9,35,0,0.0,0.0,None,1.0
2835.0,3400000.0,63.356427937284394,1,9,9,30,18,6.5,None,None,0.0,1.0,None,0.0
2836.0,3400000.0,57.33645011472226,1,5,3,38.2,19,9,None,None,0.0,1.0,None,0.0
2837.0,3421000.0,40.891915782274836,2,4,1,57.5,31.9,10.8,30,0,0.0,1.0,None,1.0
2838.0,3497000.0,40.891915782274836,2,4,1,58.2,27.5,12.1,30,0,0.0,1.0,None,1.0
2839.0,3500000.0,40.0415465187361,1,4,2,31,17,7,30,0,1.0,1.0,0,0.0
2840.0,3500000.0,63.16943430548297,1,5,1,30,18,6,None,None,0.0,0.0,None,0.0
2841.0,3500000.0,40.04199917836812,1,4,2,32,16,8,20,0,1.0,1.0,None,0.0
2842.0,3500000.0,43.50065993581225,1,4,1,30.5,17.2,6,30,0,0.0,0.0,0,0.0
2843.0,3600000.0,40.02603834070888,1,9,4,49,21,14,20,0,1.0,1.0,0,0.0
2844.0,3650000.0,40.14431183102977,1,4,2,46,26,12,None,None,1.0,0.0,None,0.0
2845.0,3700000.0,37.86520078861603,2,5,4,42,32,6.5,None,None,0.0,1.0,0,0.0
2846.0,3700000.0,42.41719385220113,1,4,3,33,18,7,None,None,0.0,1.0,0,0.0
2847.0,3710932.0,40.623884520033215,2,5,4,56.4,36.5,7.8,35,0,0.0,0.0,None,1.0
2848.0,3720000.0,56.55751135835092,3,3,3,75.5,74,None,30,0,1.0,1.0,None,1.0
2849.0,3800000.0,57.878710616747966,2,5,2,43,27,6,None,None,0.0,1.0,1,0.0
2850.0,3800000.0,63.538991199996424,1,16,13,43.5,21,11,None,None,1.0,1.0,None,0.0
2851.0,3800000.0,63.67926593805186,1,17,13,45,21,11,213,0,1.0,1.0,None,1.0
2852.0,3850000.0,51.1040461064069,3,5,3,63,47,6,None,None,1.0,1.0,None,0.0
2853.0,3850000.0,56.76195288579168,2,5,5,43,29,6,None,None,0.0,1.0,None,0.0
2854.0,3850000.0,63.538991199996424,1,16,7,48.7,22,10,30,0,0.0,1.0,0,0.0
2855.0,3900000.0,56.48403748867993,3,None,1,69.4,47,9.6,None,None,0.0,1.0,None,1.0
2856.0,3999000.0,56.48403748867993,3,None,3,74,49.3,8.3,None,None,0.0,1.0,None,1.0
2857.0,2600000.0,42.49443703600093,2,3,3,51.1,36,15,50,0,1.0,0.0,0,0.0
2858.0,2234000.0,40.891915782274836,1,4,1,35.3,16.2,9.6,30,0,0.0,1.0,None,1.0
2859.0,3351000.0,40.891915782274836,2,4,1,56.9,30.4,11.0,30,0,0.0,1.0,None,1.0
2860.0,3320000.0,56.55751135835092,3,3,1,75.5,74,None,30,0,1.0,1.0,None,1.0
2861.0,3350000.0,63.16500291129568,1,9,9,30,18,6,None,None,0.0,1.0,None,0.0
2862.0,3351392.0,40.623884520033215,1,5,5,43.4,21.5,10.9,35,0,0.0,0.0,None,1.0
2863.0,3400000.0,63.356427937284394,1,9,9,30,18,6.5,None,None,0.0,1.0,None,0.0
2864.0,3400000.0,57.33645011472226,1,5,3,38.2,19,9,None,None,0.0,1.0,None,0.0
2865.0,3421000.0,40.891915782274836,2,4,1,57.5,31.9,10.8,30,0,0.0,1.0,None,1.0
2866.0,3497000.0,40.891915782274836,2,4,1,58.2,27.5,12.1,30,0,0.0,1.0,None,1.0
2867.0,3500000.0,40.0415465187361,1,4,2,31,17,7,30,0,1.0,1.0,0,0.0
2868.0,3500000.0,63.16943430548297,1,5,1,30,18,6,None,None,0.0,0.0,None,0.0
2869.0,3500000.0,40.04199917836812,1,4,2,32,16,8,20,0,1.0,1.0,None,0.0
2870.0,3500000.0,43.50065993581225,1,4,1,30.5,17.2,6,30,0,0.0,0.0,0,0.0
2871.0,3600000.0,40.02603834070888,1,9,4,49,21,14,20,0,1.0,1.0,0,0.0
2872.0,3650000.0,40.14431183102977,1,4,2,46,26,12,None,None,1.0,0.0,None,0.0
2873.0,3700000.0,37.86520078861603,2,5,4,42,32,6.5,None,None,0.0,1.0,0,0.0
2874.0,3700000.0,42.41719385220113,1,4,3,33,18,7,None,None,0.0,1.0,0,0.0
2875.0,3710932.0,40.623884520033215,2,5,4,56.4,36.5,7.8,35,0,0.0,0.0,None,1.0
2876.0,3720000.0,56.55751135835092,3,3,3,75.5,74,None,30,0,1.0,1.0,None,1.0
2877.0,3800000.0,57.878710616747966,2,5,2,43,27,6,None,None,0.0,1.0,1,0.0
2878.0,3800000.0,63.538991199996424,1,16,13,43.5,21,11,None,None,1.0,1.0,None,0.0
2879.0,3800000.0,63.67926593805186,1,17,13,45,21,11,213,0,1.0,1.0,None,1.0
2880.0,3850000.0,51.1040461064069,3,5,3,63,47,6,None,None,1.0,1.0,None,0.0
2881.0,3850000.0,56.76195288579168,2,5,5,43,29,6,None,None,0.0,1.0,None,0.0
2882.0,3850000.0,63.538991199996424,1,16,7,48.7,22,10,30,0,0.0,1.0,0,0.0
2883.0,3900000.0,56.48403748867993,3,None,1,69.4,47,9.6,None,None,0.0,1.0,None,1.0
2884.0,3999000.0,56.48403748867993,3,None,3,74,49.3,8.3,None,None,0.0,1.0,None,1.0
2885.0,7000000.0,48.83920445929943,3,5,2,110,78,15,None,None,1.0,1.0,None,0.0
2886.0,3604279.0,40.623884520033215,2,5,2,56.4,36.5,7.8,35,0,0.0,0.0,None,1.0
2887.0,8500000.0,36.0602096910742,4,5,4,146.8,90.9,15.2,None,None,1.0,1.0,None,0.0
2888.0,3320000.0,56.55751135835092,3,3,1,75.5,74,None,30,0,1.0,1.0,None,1.0
2889.0,3350000.0,63.16500291129568,1,9,9,30,18,6,None,None,0.0,1.0,None,0.0
2890.0,3351392.0,40.623884520033215,1,5,5,43.4,21.5,10.9,35,0,0.0,0.0,None,1.0
2891.0,3400000.0,63.356427937284394,1,9,9,30,18,6.5,None,None,0.0,1.0,None,0.0
2892.0,3400000.0,57.33645011472226,1,5,3,38.2,19,9,None,None,0.0,1.0,None,0.0
2893.0,3421000.0,40.891915782274836,2,4,1,57.5,31.9,10.8,30,0,0.0,1.0,None,1.0
2894.0,3497000.0,40.891915782274836,2,4,1,58.2,27.5,12.1,30,0,0.0,1.0,None,1.0
2895.0,3500000.0,40.0415465187361,1,4,2,31,17,7,30,0,1.0,1.0,0,0.0
2896.0,3500000.0,63.16943430548297,1,5,1,30,18,6,None,None,0.0,0.0,None,0.0
2897.0,3500000.0,40.04199917836812,1,4,2,32,16,8,20,0,1.0,1.0,None,0.0
2898.0,3500000.0,43.50065993581225,1,4,1,30.5,17.2,6,30,0,0.0,0.0,0,0.0
2899.0,3600000.0,40.02603834070888,1,9,4,49,21,14,20,0,1.0,1.0,0,0.0
2900.0,3650000.0,40.14431183102977,1,4,2,46,26,12,None,None,1.0,0.0,None,0.0
2901.0,3700000.0,37.86520078861603,2,5,4,42,32,6.5,None,None,0.0,1.0,0,0.0
2902.0,3700000.0,42.41719385220113,1,4,3,33,18,7,None,None,0.0,1.0,0,0.0
2903.0,3710932.0,40.623884520033215,2,5,4,56.4,36.5,7.8,35,0,0.0,0.0,None,1.0
2904.0,3720000.0,56.55751135835092,3,3,3,75.5,74,None,30,0,1.0,1.0,None,1.0
2905.0,3800000.0,57.878710616747966,2,5,2,43,27,6,None,None,0.0,1.0,1,0.0
2906.0,3800000.0,63.538991199996424,1,16,13,43.5,21,11,None,None,1.0,1.0,None,0.0
2907.0,3800000.0,63.67926593805186,1,17,13,45,21,11,213,0,1.0,1.0,None,1.0
2908.0,3850000.0,51.1040461064069,3,5,3,63,47,6,None,None,1.0,1.0,None,0.0
2909.0,3850000.0,56.76195288579168,2,5,5,43,29,6,None,None,0.0,1.0,None,0.0
2910.0,3850000.0,63.538991199996424,1,16,7,48.7,22,10,30,0,0.0,1.0,0,0.0
2911.0,3900000.0,56.48403748867993,3,None,1,69.4,47,9.6,None,None,0.0,1.0,None,1.0
2912.0,3999000.0,56.48403748867993,3,None,3,74,49.3,8.3,None,None,0.0,1.0,None,1.0
2913.0,1949999.0,56.48403748867993,1,None,1,34,17.5,8.3,None,None,0.0,0.0,None,1.0
2914.0,2572000.0,56.48403748867993,2,None,2,51.1,30.8,10.2,None,None,0.0,0.0,None,1.0
2915.0,8500000.0,36.0602096910742,4,5,4,146.8,90.9,15.2,None,None,1.0,1.0,None,0.0
2916.0,3320000.0,56.55751135835092,3,3,1,75.5,74,None,30,0,1.0,1.0,None,1.0
2917.0,3350000.0,63.16500291129568,1,9,9,30,18,6,None,None,0.0,1.0,None,0.0
2918.0,3351392.0,40.623884520033215,1,5,5,43.4,21.5,10.9,35,0,0.0,0.0,None,1.0
2919.0,3400000.0,63.356427937284394,1,9,9,30,18,6.5,None,None,0.0,1.0,None,0.0
2920.0,3400000.0,57.33645011472226,1,5,3,38.2,19,9,None,None,0.0,1.0,None,0.0
2921.0,3421000.0,40.891915782274836,2,4,1,57.5,31.9,10.8,30,0,0.0,1.0,None,1.0
2922.0,3497000.0,40.891915782274836,2,4,1,58.2,27.5,12.1,30,0,0.0,1.0,None,1.0
2923.0,3500000.0,40.0415465187361,1,4,2,31,17,7,30,0,1.0,1.0,0,0.0
2924.0,3500000.0,63.16943430548297,1,5,1,30,18,6,None,None,0.0,0.0,None,0.0
2925.0,3500000.0,40.04199917836812,1,4,2,32,16,8,20,0,1.0,1.0,None,0.0
2926.0,3500000.0,43.50065993581225,1,4,1,30.5,17.2,6,30,0,0.0,0.0,0,0.0
2927.0,3600000.0,40.02603834070888,1,9,4,49,21,14,20,0,1.0,1.0,0,0.0
2928.0,3650000.0,40.14431183102977,1,4,2,46,26,12,None,None,1.0,0.0,None,0.0
2929.0,3700000.0,37.86520078861603,2,5,4,42,32,6.5,None,None,0.0,1.0,0,0.0
2930.0,3700000.0,42.41719385220113,1,4,3,33,18,7,None,None,0.0,1.0,0,0.0
2931.0,3710932.0,40.623884520033215,2,5,4,56.4,36.5,7.8,35,0,0.0,0.0,None,1.0
2932.0,3720000.0,56.55751135835092,3,3,3,75.5,74,None,30,0,1.0,1.0,None,1.0
2933.0,3800000.0,57.878710616747966,2,5,2,43,27,6,None,None,0.0,1.0,1,0.0
2934.0,3800000.0,63.538991199996424,1,16,13,43.5,21,11,None,None,1.0,1.0,None,0.0
2935.0,3800000.0,63.67926593805186,1,17,13,45,21,11,213,0,1.0,1.0,None,1.0
2936.0,3850000.0,51.1040461064069,3,5,3,63,47,6,None,None,1.0,1.0,None,0.0
2937.0,3850000.0,56.76195288579168,2,5,5,43,29,6,None,None,0.0,1.0,None,0.0
2938.0,3850000.0,63.538991199996424,1,16,7,48.7,22,10,30,0,0.0,1.0,0,0.0
2939.0,3900000.0,56.48403748867993,3,None,1,69.4,47,9.6,None,None,0.0,1.0,None,1.0
2940.0,3999000.0,56.48403748867993,3,None,3,74,49.3,8.3,None,None,0.0,1.0,None,1.0
2941.0,2580996.0,40.623884520033215,1,5,1,38.4,17.7,10.5,35,0,0.0,0.0,None,1.0
2942.0,2600000.0,56.60796465489077,2,4,2,54,32,10,40,0,1.0,1.0,0,0.0
2943.0,2234000.0,40.891915782274836,1,4,1,35.3,16.2,9.6,30,0,0.0,1.0,None,1.0
2944.0,3320000.0,56.55751135835092,3,3,1,75.5,74,None,30,0,1.0,1.0,None,1.0
2945.0,3350000.0,63.16500291129568,1,9,9,30,18,6,None,None,0.0,1.0,None,0.0
2946.0,3351392.0,40.623884520033215,1,5,5,43.4,21.5,10.9,35,0,0.0,0.0,None,1.0
2947.0,3400000.0,63.356427937284394,1,9,9,30,18,6.5,None,None,0.0,1.0,None,0.0
2948.0,3400000.0,57.33645011472226,1,5,3,38.2,19,9,None,None,0.0,1.0,None,0.0
2949.0,3421000.0,40.891915782274836,2,4,1,57.5,31.9,10.8,30,0,0.0,1.0,None,1.0
2950.0,3497000.0,40.891915782274836,2,4,1,58.2,27.5,12.1,30,0,0.0,1.0,None,1.0
2951.0,3500000.0,40.0415465187361,1,4,2,31,17,7,30,0,1.0,1.0,0,0.0
2952.0,3500000.0,63.16943430548297,1,5,1,30,18,6,None,None,0.0,0.0,None,0.0
2953.0,3500000.0,40.04199917836812,1,4,2,32,16,8,20,0,1.0,1.0,None,0.0
2954.0,3500000.0,43.50065993581225,1,4,1,30.5,17.2,6,30,0,0.0,0.0,0,0.0
2955.0,3600000.0,40.02603834070888,1,9,4,49,21,14,20,0,1.0,1.0,0,0.0
2956.0,3650000.0,40.14431183102977,1,4,2,46,26,12,None,None,1.0,0.0,None,0.0
2957.0,3700000.0,37.86520078861603,2,5,4,42,32,6.5,None,None,0.0,1.0,0,0.0
2958.0,3700000.0,42.41719385220113,1,4,3,33,18,7,None,None,0.0,1.0,0,0.0
2959.0,3710932.0,40.623884520033215,2,5,4,56.4,36.5,7.8,35,0,0.0,0.0,None,1.0
2960.0,3720000.0,56.55751135835092,3,3,3,75.5,74,None,30,0,1.0,1.0,None,1.0
2961.0,3800000.0,57.878710616747966,2,5,2,43,27,6,None,None,0.0,1.0,1,0.0
2962.0,3800000.0,63.538991199996424,1,16,13,43.5,21,11,None,None,1.0,1.0,None,0.0
2963.0,3800000.0,63.67926593805186,1,17,13,45,21,11,213,0,1.0,1.0,None,1.0
2964.0,3850000.0,51.1040461064069,3,5,3,63,47,6,None,None,1.0,1.0,None,0.0
2965.0,3850000.0,56.76195288579168,2,5,5,43,29,6,None,None,0.0,1.0,None,0.0
2966.0,3850000.0,63.538991199996424,1,16,7,48.7,22,10,30,0,0.0,1.0,0,0.0
2967.0,3900000.0,56.48403748867993,3,None,1,69.4,47,9.6,None,None,0.0,1.0,None,1.0
2968.0,3999000.0,56.48403748867993,3,None,3,74,49.3,8.3,None,None,0.0,1.0,None,1.0
2969.0,2580996.0,40.623884520033215,1,5,1,38.4,17.7,10.5,35,0,0.0,0.0,None,1.0
2970.0,7000000.0,48.83920445929943,3,5,2,110,78,15,None,None,1.0,1.0,None,0.0
2971.0,3604279.0,40.623884520033215,2,5,2,56.4,36.5,7.8,35,0,0.0,0.0,None,1.0
2972.0,3320000.0,56.55751135835092,3,3,1,75.5,74,None,30,0,1.0,1.0,None,1.0
2973.0,3350000.0,63.16500291129568,1,9,9,30,18,6,None,None,0.0,1.0,None,0.0
2974.0,3351392.0,40.623884520033215,1,5,5,43.4,21.5,10.9,35,0,0.0,0.0,None,1.0
2975.0,3400000.0,63.356427937284394,1,9,9,30,18,6.5,None,None,0.0,1.0,None,0.0
2976.0,3400000.0,57.33645011472226,1,5,3,38.2,19,9,None,None,0.0,1.0,None,0.0
2977.0,3421000.0,40.891915782274836,2,4,1,57.5,31.9,10.8,30,0,0.0,1.0,None,1.0
2978.0,3497000.0,40.891915782274836,2,4,1,58.2,27.5,12.1,30,0,0.0,1.0,None,1.0
2979.0,3500000.0,40.0415465187361,1,4,2,31,17,7,30,0,1.0,1.0,0,0.0
2980.0,3500000.0,63.16943430548297,1,5,1,30,18,6,None,None,0.0,0.0,None,0.0
2981.0,3500000.0,40.04199917836812,1,4,2,32,16,8,20,0,1.0,1.0,None,0.0
2982.0,3500000.0,43.50065993581225,1,4,1,30.5,17.2,6,30,0,0.0,0.0,0,0.0
2983.0,3600000.0,40.02603834070888,1,9,4,49,21,14,20,0,1.0,1.0,0,0.0
2984.0,3650000.0,40.14431183102977,1,4,2,46,26,12,None,None,1.0,0.0,None,0.0
2985.0,3700000.0,37.86520078861603,2,5,4,42,32,6.5,None,None,0.0,1.0,0,0.0
2986.0,3700000.0,42.41719385220113,1,4,3,33,18,7,None,None,0.0,1.0,0,0.0
2987.0,3710932.0,40.623884520033215,2,5,4,56.4,36.5,7.8,35,0,0.0,0.0,None,1.0
2988.0,3720000.0,56.55751135835092,3,3,3,75.5,74,None,30,0,1.0,1.0,None,1.0
2989.0,3800000.0,57.878710616747966,2,5,2,43,27,6,None,None,0.0,1.0,1,0.0
2990.0,3800000.0,63.538991199996424,1,16,13,43.5,21,11,None,None,1.0,1.0,None,0.0
2991.0,3800000.0,63.67926593805186,1,17,13,45,21,11,213,0,1.0,1.0,None,1.0
2992.0,3850000.0,51.1040461064069,3,5,3,63,47,6,None,None,1.0,1.0,None,0.0
2993.0,3850000.0,56.76195288579168,2,5,5,43,29,6,None,None,0.0,1.0,None,0.0
2994.0,3850000.0,63.538991199996424,1,16,7,48.7,22,10,30,0,0.0,1.0,0,0.0
2995.0,3900000.0,56.48403748867993,3,None,1,69.4,47,9.6,None,None,0.0,1.0,None,1.0
